date,time_of_day,vehicle_count,congestion_level,day_of_week,Is_Holiday,Weather_Condition,Avg_Speed
2024-03-04,11:00:00,90,0.3,Monday,No,Clear,45
2024-03-04,12:00:00,105,0.71,Monday,No,Clear,22
2024-03-04,13:00:00,74,0.84,Monday,No,Snow,45
2024-03-04,14:00:00,187,0.84,Monday,No,Clear,33
2024-03-04,15:00:00,83,0.44,Monday,No,Rain,42
2024-03-04,16:00:00,142,0.88,Monday,No,Snow,43
2024-03-04,17:00:00,215,0.75,Monday,No,Snow,24
2024-03-04,18:00:00,265,0.9,Monday,No,Clear,49
2024-03-04,19:00:00,280,0.89,Monday,No,Clear,27
2024-03-04,20:00:00,50,0.62,Monday,No,Rain,34
2024-03-04,21:00:00,285,0.73,Monday,No,Clear,34
2024-03-04,22:00:00,224,0.81,Monday,No,Clear,45
2024-03-04,23:00:00,246,0.36,Monday,No,Clear,22
2024-03-05,00:00:00,217,0.39,Tuesday,No,Snow,50
2024-03-05,01:00:00,164,0.55,Tuesday,No,Clear,47
2024-03-05,02:00:00,275,0.65,Tuesday,No,Clear,30
2024-03-05,03:00:00,163,0.97,Tuesday,No,Snow,69
2024-03-05,04:00:00,72,0.57,Tuesday,No,Clear,26
2024-03-05,05:00:00,85,0.47,Tuesday,No,Clear,44
2024-03-05,06:00:00,137,0.61,Tuesday,No,Clear,62
2024-03-05,07:00:00,209,0.67,Tuesday,No,Rain,21
2024-03-05,08:00:00,87,0.94,Tuesday,No,Snow,56
2024-03-05,09:00:00,187,0.46,Tuesday,No,Clear,22
2024-03-05,10:00:00,78,0.75,Tuesday,No,Clear,32
2024-03-05,11:00:00,242,0.83,Tuesday,No,Clear,69
2024-03-05,12:00:00,224,0.9,Tuesday,No,Snow,63
2024-03-05,13:00:00,173,0.95,Tuesday,No,Clear,28
2024-03-05,14:00:00,161,0.71,Tuesday,No,Clear,39
2024-03-05,15:00:00,204,0.85,Tuesday,No,Clear,67
2024-03-05,16:00:00,273,0.74,Tuesday,No,Clear,37
2024-03-05,17:00:00,197,0.69,Tuesday,No,Clear,33
2024-03-05,18:00:00,101,0.49,Tuesday,No,Clear,64
2024-03-05,19:00:00,140,0.64,Tuesday,No,Snow,26
2024-03-05,20:00:00,186,0.4,Tuesday,No,Clear,31
2024-03-05,21:00:00,235,0.6,Tuesday,No,Clear,47
2024-03-05,22:00:00,180,0.7,Tuesday,No,Clear,45
2024-03-05,23:00:00,113,0.49,Tuesday,No,Rain,31
2024-03-06,00:00:00,155,0.43,Wednesday,Yes,Rain,61
2024-03-06,01:00:00,53,0.73,Wednesday,No,Rain,54
2024-03-06,02:00:00,132,0.91,Wednesday,No,Clear,44
2024-03-06,03:00:00,252,0.63,Wednesday,No,Rain,67
2024-03-06,04:00:00,150,0.84,Wednesday,No,Clear,50
2024-03-06,05:00:00,129,0.8,Wednesday,No,Clear,24
2024-03-06,06:00:00,178,0.42,Wednesday,No,Rain,32
2024-03-06,07:00:00,164,0.42,Wednesday,No,Clear,46
2024-03-06,08:00:00,283,0.8,Wednesday,No,Clear,42
2024-03-06,09:00:00,115,0.8,Wednesday,No,Clear,52
2024-03-06,10:00:00,191,0.45,Wednesday,No,Snow,22
2024-03-06,11:00:00,147,0.61,Wednesday,No,Clear,21
2024-03-06,12:00:00,77,0.43,Wednesday,No,Clear,69
2024-03-06,13:00:00,62,0.63,Wednesday,No,Clear,66
2024-03-06,14:00:00,208,0.64,Wednesday,Yes,Clear,69
2024-03-06,15:00:00,134,0.83,Wednesday,Yes,Snow,31
2024-03-06,16:00:00,294,0.53,Wednesday,No,Clear,38
2024-03-06,17:00:00,123,0.89,Wednesday,No,Clear,37
2024-03-06,18:00:00,65,0.86,Wednesday,No,Clear,50
2024-03-06,19:00:00,290,0.31,Wednesday,No,Rain,32
2024-03-06,20:00:00,112,0.5,Wednesday,No,Clear,25
2024-03-06,21:00:00,184,0.44,Wednesday,No,Rain,64
2024-03-06,22:00:00,251,0.34,Wednesday,No,Rain,26
2024-03-06,23:00:00,280,0.91,Wednesday,No,Snow,59
2024-03-07,00:00:00,276,0.96,Thursday,No,Clear,32
2024-03-07,01:00:00,218,0.74,Thursday,No,Clear,50
2024-03-07,02:00:00,78,0.45,Thursday,No,Rain,54
2024-03-07,03:00:00,65,0.92,Thursday,No,Clear,58
2024-03-07,04:00:00,264,0.51,Thursday,No,Clear,24
2024-03-07,05:00:00,204,0.7,Thursday,No,Clear,59
2024-03-07,06:00:00,159,0.59,Thursday,No,Snow,21
2024-03-07,07:00:00,118,0.73,Thursday,Yes,Clear,23
2024-03-07,08:00:00,278,0.32,Thursday,No,Clear,26
2024-03-07,09:00:00,199,0.38,Thursday,Yes,Clear,38
2024-03-07,10:00:00,115,0.92,Thursday,No,Clear,53
2024-03-07,11:00:00,295,0.97,Thursday,No,Clear,36
2024-03-07,12:00:00,94,0.68,Thursday,No,Rain,65
2024-03-07,13:00:00,276,0.98,Thursday,No,Clear,21
2024-03-07,14:00:00,183,0.96,Thursday,No,Rain,39
2024-03-07,15:00:00,193,0.85,Thursday,No,Clear,27
2024-03-07,16:00:00,108,0.49,Thursday,No,Clear,57
2024-03-07,17:00:00,174,0.54,Thursday,No,Clear,62
2024-03-07,18:00:00,68,0.37,Thursday,No,Clear,37
2024-03-07,19:00:00,292,0.57,Thursday,No,Rain,44
2024-03-07,20:00:00,225,0.43,Thursday,No,Clear,68
2024-03-07,21:00:00,143,0.7,Thursday,No,Clear,38
2024-03-07,22:00:00,63,0.37,Thursday,No,Clear,58
2024-03-07,23:00:00,171,0.73,Thursday,No,Clear,58
2024-03-08,00:00:00,81,0.37,Friday,No,Clear,68
2024-03-08,01:00:00,109,0.99,Friday,No,Clear,49
2024-03-08,02:00:00,297,0.83,Friday,No,Snow,57
2024-03-08,03:00:00,296,0.35,Friday,No,Clear,69
2024-03-08,04:00:00,296,0.8,Friday,No,Clear,39
2024-03-08,05:00:00,249,0.92,Friday,Yes,Rain,39
2024-03-08,06:00:00,129,0.36,Friday,No,Clear,50
2024-03-08,07:00:00,109,0.94,Friday,No,Clear,68
2024-03-08,08:00:00,254,0.39,Friday,No,Clear,37
2024-03-08,09:00:00,81,0.65,Friday,No,Clear,33
2024-03-08,10:00:00,111,0.71,Friday,No,Clear,46
2024-03-08,11:00:00,69,0.98,Friday,Yes,Rain,30
2024-03-08,12:00:00,129,0.35,Friday,No,Clear,23
2024-03-08,13:00:00,144,0.78,Friday,No,Clear,44
2024-03-08,14:00:00,209,0.43,Friday,Yes,Rain,28
2024-03-08,15:00:00,145,0.65,Friday,No,Clear,49
2024-03-08,16:00:00,122,0.76,Friday,No,Clear,23
2024-03-08,17:00:00,154,0.77,Friday,No,Clear,42
2024-03-08,18:00:00,203,0.41,Friday,No,Snow,53
2024-03-08,19:00:00,176,0.39,Friday,Yes,Rain,22
2024-03-08,20:00:00,261,0.78,Friday,No,Clear,22
2024-03-08,21:00:00,256,0.63,Friday,No,Clear,22
2024-03-08,22:00:00,183,0.75,Friday,No,Clear,46
2024-03-08,23:00:00,253,0.4,Friday,No,Clear,68
2024-03-09,00:00:00,185,0.36,Saturday,No,Clear,53
2024-03-09,01:00:00,242,0.43,Saturday,No,Clear,29
2024-03-09,02:00:00,233,0.9,Saturday,No,Clear,34
2024-03-09,03:00:00,139,0.36,Saturday,Yes,Clear,20
2024-03-09,04:00:00,189,0.45,Saturday,No,Clear,23
2024-03-09,05:00:00,164,0.76,Saturday,No,Clear,65
2024-03-09,06:00:00,184,0.54,Saturday,No,Rain,25
2024-03-09,07:00:00,291,0.66,Saturday,No,Clear,69
2024-03-09,08:00:00,281,0.99,Saturday,Yes,Rain,22
2024-03-09,09:00:00,134,0.51,Saturday,No,Clear,22
2024-03-09,10:00:00,197,0.48,Saturday,No,Rain,55
2024-03-09,11:00:00,79,0.93,Saturday,No,Clear,38
2024-03-09,12:00:00,53,0.87,Saturday,Yes,Clear,60
2024-03-09,13:00:00,69,0.49,Saturday,No,Snow,60
2024-03-09,14:00:00,142,0.53,Saturday,No,Rain,20
2024-03-09,15:00:00,179,0.77,Saturday,No,Clear,25
2024-03-09,16:00:00,291,0.46,Saturday,No,Clear,36
2024-03-09,17:00:00,88,0.81,Saturday,No,Clear,53
2024-03-09,18:00:00,159,0.34,Saturday,No,Clear,37
2024-03-09,19:00:00,187,0.82,Saturday,Yes,Clear,22
2024-03-09,20:00:00,106,0.53,Saturday,No,Clear,45
2024-03-09,21:00:00,222,0.45,Saturday,No,Clear,40
2024-03-09,22:00:00,166,0.99,Saturday,No,Clear,49
2024-03-09,23:00:00,238,0.42,Saturday,Yes,Snow,34
2024-03-10,00:00:00,115,0.88,Sunday,No,Clear,60
2024-03-10,01:00:00,121,0.84,Sunday,No,Clear,31
2024-03-10,02:00:00,76,0.32,Sunday,No,Clear,64
2024-03-10,03:00:00,171,0.74,Sunday,No,Clear,52
2024-03-10,04:00:00,66,0.71,Sunday,No,Clear,22
2024-03-10,05:00:00,209,0.82,Sunday,No,Clear,55
2024-03-10,06:00:00,122,0.51,Sunday,No,Clear,40
2024-03-10,07:00:00,109,0.87,Sunday,No,Snow,23
2024-03-10,08:00:00,207,0.51,Sunday,No,Clear,30
2024-03-10,09:00:00,293,0.74,Sunday,No,Clear,42
2024-03-10,10:00:00,209,0.73,Sunday,No,Clear,62
2024-03-10,11:00:00,243,0.76,Sunday,No,Clear,37
2024-03-10,12:00:00,294,0.35,Sunday,No,Clear,27
2024-03-10,13:00:00,164,0.31,Sunday,No,Clear,26
2024-03-10,14:00:00,278,0.33,Sunday,No,Clear,27
2024-03-10,15:00:00,244,0.5,Sunday,No,Clear,38
2024-03-10,16:00:00,114,0.93,Sunday,No,Clear,53
2024-03-10,17:00:00,137,0.4,Sunday,No,Clear,33
2024-03-10,18:00:00,118,0.94,Sunday,No,Rain,33
2024-03-10,19:00:00,247,0.83,Sunday,No,Rain,55
2024-03-10,20:00:00,202,0.64,Sunday,No,Rain,68
2024-03-10,21:00:00,144,0.84,Sunday,No,Rain,21
2024-03-10,22:00:00,152,0.92,Sunday,No,Clear,68
2024-03-10,23:00:00,270,0.64,Sunday,No,Snow,62
2024-03-11,00:00:00,77,0.47,Monday,No,Snow,59
2024-03-11,01:00:00,99,0.54,Monday,Yes,Clear,46
2024-03-11,02:00:00,68,0.36,Monday,No,Clear,30
2024-03-11,03:00:00,296,0.47,Monday,No,Clear,49
2024-03-11,04:00:00,294,0.53,Monday,No,Clear,23
2024-03-11,05:00:00,59,0.44,Monday,No,Snow,54
2024-03-11,06:00:00,84,0.48,Monday,No,Rain,51
2024-03-11,07:00:00,222,0.59,Monday,No,Clear,63
2024-03-11,08:00:00,238,0.57,Monday,No,Rain,25
2024-03-11,09:00:00,112,0.51,Monday,No,Clear,47
2024-03-11,10:00:00,234,0.48,Monday,Yes,Clear,49
2024-03-11,11:00:00,100,0.82,Monday,No,Clear,50
2024-03-11,12:00:00,151,0.42,Monday,No,Clear,53
2024-03-11,13:00:00,289,0.55,Monday,No,Clear,64
2024-03-11,14:00:00,74,0.68,Monday,No,Clear,45
2024-03-11,15:00:00,235,0.74,Monday,No,Clear,32
2024-03-11,16:00:00,282,0.74,Monday,Yes,Rain,41
2024-03-11,17:00:00,213,0.3,Monday,Yes,Clear,66
2024-03-11,18:00:00,296,0.89,Monday,No,Rain,32
2024-03-11,19:00:00,237,0.85,Monday,No,Rain,44
2024-03-11,20:00:00,227,0.47,Monday,No,Clear,61
2024-03-11,21:00:00,213,0.74,Monday,No,Clear,39
2024-03-11,22:00:00,104,0.43,Monday,No,Clear,59
2024-03-11,23:00:00,148,0.37,Monday,No,Clear,69
2024-03-12,00:00:00,126,0.99,Tuesday,No,Clear,31
2024-03-12,01:00:00,152,0.98,Tuesday,No,Rain,52
2024-03-12,02:00:00,228,0.83,Tuesday,No,Clear,56
2024-03-12,03:00:00,64,0.39,Tuesday,No,Snow,69
2024-03-12,04:00:00,154,0.99,Tuesday,No,Clear,68
2024-03-12,05:00:00,85,0.64,Tuesday,No,Rain,42
2024-03-12,06:00:00,263,0.8,Tuesday,No,Clear,44
2024-03-12,07:00:00,120,0.43,Tuesday,No,Rain,20
2024-03-12,08:00:00,266,0.57,Tuesday,No,Clear,29
2024-03-12,09:00:00,163,0.62,Tuesday,No,Rain,22
2024-03-12,10:00:00,168,0.59,Tuesday,No,Clear,61
2024-03-12,11:00:00,108,0.31,Tuesday,No,Rain,39
2024-03-12,12:00:00,164,0.98,Tuesday,Yes,Clear,51
2024-03-12,13:00:00,239,0.93,Tuesday,No,Snow,47
2024-03-12,14:00:00,182,0.98,Tuesday,No,Clear,42
2024-03-12,15:00:00,241,0.59,Tuesday,No,Rain,30
2024-03-12,16:00:00,116,0.96,Tuesday,No,Clear,47
2024-03-12,17:00:00,75,0.64,Tuesday,No,Clear,22
2024-03-12,18:00:00,70,0.39,Tuesday,No,Clear,21
2024-03-12,19:00:00,195,0.74,Tuesday,No,Rain,47
2024-03-12,20:00:00,225,0.8,Tuesday,No,Clear,60
2024-03-12,21:00:00,174,0.58,Tuesday,No,Clear,69
2024-03-12,22:00:00,65,0.76,Tuesday,Yes,Clear,57
2024-03-12,23:00:00,229,0.52,Tuesday,No,Clear,39
2024-03-13,00:00:00,248,0.69,Wednesday,No,Rain,24
2024-03-13,01:00:00,279,0.81,Wednesday,No,Clear,36
2024-03-13,02:00:00,204,0.87,Wednesday,No,Clear,39
2024-03-13,03:00:00,217,0.52,Wednesday,No,Clear,38
2024-03-13,04:00:00,197,0.99,Wednesday,No,Rain,50
2024-03-13,05:00:00,111,0.54,Wednesday,Yes,Clear,51
2024-03-13,06:00:00,206,0.43,Wednesday,No,Rain,62
2024-03-13,07:00:00,279,0.97,Wednesday,No,Rain,24
2024-03-13,08:00:00,181,0.34,Wednesday,No,Rain,63
2024-03-13,09:00:00,218,0.74,Wednesday,No,Rain,44
2024-03-13,10:00:00,61,0.92,Wednesday,No,Clear,21
2024-03-13,11:00:00,255,0.38,Wednesday,Yes,Clear,41
2024-03-13,12:00:00,195,0.91,Wednesday,No,Clear,53
2024-03-13,13:00:00,85,0.57,Wednesday,Yes,Clear,61
2024-03-13,14:00:00,137,0.76,Wednesday,No,Rain,63
2024-03-13,15:00:00,248,0.47,Wednesday,No,Clear,41
2024-03-13,16:00:00,252,0.51,Wednesday,No,Clear,51
2024-03-13,17:00:00,93,0.91,Wednesday,No,Clear,50
2024-03-13,18:00:00,287,0.81,Wednesday,No,Snow,48
2024-03-13,19:00:00,184,0.82,Wednesday,No,Clear,25
2024-03-13,20:00:00,69,0.95,Wednesday,No,Clear,29
2024-03-13,21:00:00,97,0.58,Wednesday,No,Rain,21
2024-03-13,22:00:00,295,0.63,Wednesday,No,Clear,35
2024-03-13,23:00:00,210,0.89,Wednesday,No,Clear,21
2024-03-14,00:00:00,64,0.61,Thursday,No,Clear,44
2024-03-14,01:00:00,265,0.89,Thursday,No,Clear,62
2024-03-14,02:00:00,238,0.81,Thursday,No,Clear,35
2024-03-14,03:00:00,108,0.43,Thursday,No,Clear,30
2024-03-14,04:00:00,254,0.97,Thursday,No,Clear,39
2024-03-14,05:00:00,80,0.4,Thursday,No,Clear,51
2024-03-14,06:00:00,291,0.67,Thursday,No,Clear,44
2024-03-14,07:00:00,104,0.91,Thursday,No,Clear,43
2024-03-14,08:00:00,254,0.61,Thursday,No,Clear,23
2024-03-14,09:00:00,278,0.66,Thursday,Yes,Clear,56
2024-03-14,10:00:00,164,0.79,Thursday,No,Clear,62
2024-03-14,11:00:00,171,0.58,Thursday,No,Clear,68
2024-03-14,12:00:00,134,0.31,Thursday,No,Rain,31
2024-03-14,13:00:00,126,0.65,Thursday,No,Clear,59
2024-03-14,14:00:00,125,0.6,Thursday,No,Clear,57
2024-03-14,15:00:00,166,0.34,Thursday,No,Clear,57
2024-03-14,16:00:00,266,0.35,Thursday,No,Rain,47
2024-03-14,17:00:00,124,0.57,Thursday,No,Rain,54
2024-03-14,18:00:00,112,0.47,Thursday,No,Clear,51
2024-03-14,19:00:00,137,0.97,Thursday,No,Clear,26
2024-03-14,20:00:00,105,0.44,Thursday,No,Clear,61
2024-03-14,21:00:00,101,0.83,Thursday,No,Rain,69
2024-03-14,22:00:00,112,0.87,Thursday,No,Clear,49
2024-03-14,23:00:00,229,0.42,Thursday,No,Rain,64
2024-03-15,00:00:00,193,0.95,Friday,No,Clear,44
2024-03-15,01:00:00,200,0.6,Friday,No,Rain,48
2024-03-15,02:00:00,60,0.43,Friday,No,Clear,45
2024-03-15,03:00:00,197,0.93,Friday,No,Clear,54
2024-03-15,04:00:00,181,0.97,Friday,No,Clear,27
2024-03-15,05:00:00,276,0.76,Friday,Yes,Clear,32
2024-03-15,06:00:00,66,0.41,Friday,No,Clear,44
2024-03-15,07:00:00,233,0.89,Friday,No,Clear,49
2024-03-15,08:00:00,266,0.59,Friday,No,Clear,24
2024-03-15,09:00:00,169,0.94,Friday,No,Clear,53
2024-03-15,10:00:00,292,0.65,Friday,No,Clear,34
2024-03-15,11:00:00,54,0.33,Friday,No,Clear,35
2024-03-15,12:00:00,292,0.4,Friday,No,Clear,43
2024-03-15,13:00:00,237,0.99,Friday,No,Clear,48
2024-03-15,14:00:00,70,0.68,Friday,No,Clear,42
2024-03-15,15:00:00,249,0.38,Friday,No,Rain,51
2024-03-15,16:00:00,169,0.9,Friday,No,Clear,30
2024-03-15,17:00:00,173,0.51,Friday,No,Clear,24
2024-03-15,18:00:00,140,0.94,Friday,No,Clear,53
2024-03-15,19:00:00,248,0.55,Friday,No,Snow,25
2024-03-15,20:00:00,186,0.91,Friday,No,Clear,57
2024-03-15,21:00:00,244,0.65,Friday,No,Clear,66
2024-03-15,22:00:00,128,0.76,Friday,No,Clear,24
2024-03-15,23:00:00,210,0.77,Friday,Yes,Clear,57
2024-03-16,00:00:00,164,0.59,Saturday,No,Rain,32
2024-03-16,01:00:00,288,0.5,Saturday,No,Rain,55
2024-03-16,02:00:00,122,0.94,Saturday,No,Clear,50
2024-03-16,03:00:00,62,0.91,Saturday,No,Snow,51
2024-03-16,04:00:00,227,0.39,Saturday,No,Clear,38
2024-03-16,05:00:00,177,0.5,Saturday,No,Clear,55
2024-03-16,06:00:00,284,0.73,Saturday,No,Snow,40
2024-03-16,07:00:00,173,0.38,Saturday,No,Clear,53
2024-03-16,08:00:00,285,0.61,Saturday,No,Clear,30
2024-03-16,09:00:00,95,0.67,Saturday,No,Clear,43
2024-03-16,10:00:00,261,0.87,Saturday,No,Clear,46
2024-03-16,11:00:00,88,0.9,Saturday,No,Clear,59
2024-03-16,12:00:00,54,0.51,Saturday,No,Clear,29
2024-03-16,13:00:00,138,0.58,Saturday,No,Clear,43
2024-03-16,14:00:00,221,0.81,Saturday,No,Clear,54
2024-03-16,15:00:00,234,0.47,Saturday,No,Clear,22
2024-03-16,16:00:00,71,0.83,Saturday,No,Rain,21
2024-03-16,17:00:00,249,0.91,Saturday,No,Clear,23
2024-03-16,18:00:00,147,0.92,Saturday,No,Clear,29
2024-03-16,19:00:00,59,0.67,Saturday,No,Clear,52
2024-03-16,20:00:00,266,0.88,Saturday,No,Snow,60
2024-03-16,21:00:00,108,0.38,Saturday,No,Clear,47
2024-03-16,22:00:00,269,0.6,Saturday,No,Clear,56
2024-03-16,23:00:00,192,0.52,Saturday,No,Rain,59
2024-03-17,00:00:00,92,0.51,Sunday,No,Clear,23
2024-03-17,01:00:00,221,0.71,Sunday,No,Snow,20
2024-03-17,02:00:00,214,0.92,Sunday,No,Clear,39
2024-03-17,03:00:00,290,0.67,Sunday,No,Clear,60
2024-03-17,04:00:00,73,0.69,Sunday,Yes,Clear,49
2024-03-17,05:00:00,291,0.99,Sunday,No,Rain,61
2024-03-17,06:00:00,179,0.71,Sunday,Yes,Clear,60
2024-03-17,07:00:00,245,0.41,Sunday,No,Clear,49
2024-03-17,08:00:00,135,0.38,Sunday,No,Rain,61
2024-03-17,09:00:00,128,0.71,Sunday,Yes,Rain,56
2024-03-17,10:00:00,59,0.35,Sunday,Yes,Clear,69
2024-03-17,11:00:00,140,0.7,Sunday,No,Clear,32
2024-03-17,12:00:00,228,0.95,Sunday,No,Clear,69
2024-03-17,13:00:00,259,0.85,Sunday,No,Clear,34
2024-03-17,14:00:00,130,0.59,Sunday,No,Clear,52
2024-03-17,15:00:00,108,0.34,Sunday,No,Clear,46
2024-03-17,16:00:00,82,0.77,Sunday,No,Rain,44
2024-03-17,17:00:00,117,0.65,Sunday,No,Clear,21
2024-03-17,18:00:00,218,0.43,Sunday,No,Rain,53
2024-03-17,19:00:00,97,0.54,Sunday,Yes,Snow,30
2024-03-17,20:00:00,249,0.33,Sunday,No,Clear,35
2024-03-17,21:00:00,183,0.77,Sunday,No,Clear,56
2024-03-17,22:00:00,172,0.34,Sunday,No,Clear,37
2024-03-17,23:00:00,284,0.75,Sunday,No,Clear,20
2024-03-18,00:00:00,177,0.59,Monday,No,Rain,48
2024-03-18,01:00:00,118,0.83,Monday,No,Snow,34
2024-03-18,02:00:00,241,0.63,Monday,No,Clear,49
2024-03-18,03:00:00,78,0.88,Monday,No,Clear,40
2024-03-18,04:00:00,206,0.78,Monday,No,Clear,28
2024-03-18,05:00:00,90,0.99,Monday,No,Snow,64
2024-03-18,06:00:00,156,0.48,Monday,No,Rain,58
2024-03-18,07:00:00,275,0.52,Monday,No,Clear,28
2024-03-18,08:00:00,73,0.81,Monday,No,Clear,28
2024-03-18,09:00:00,56,0.79,Monday,No,Clear,36
2024-03-18,10:00:00,139,0.51,Monday,No,Clear,37
2024-03-18,11:00:00,80,0.61,Monday,No,Clear,40
2024-03-18,12:00:00,256,0.95,Monday,No,Clear,51
2024-03-18,13:00:00,268,0.84,Monday,No,Clear,32
2024-03-18,14:00:00,283,0.86,Monday,No,Clear,49
2024-03-18,15:00:00,243,0.65,Monday,No,Rain,46
2024-03-18,16:00:00,253,0.4,Monday,No,Clear,57
2024-03-18,17:00:00,230,0.85,Monday,No,Clear,44
2024-03-18,18:00:00,69,0.42,Monday,No,Clear,28
2024-03-18,19:00:00,278,0.88,Monday,No,Snow,37
2024-03-18,20:00:00,147,0.37,Monday,No,Rain,60
2024-03-18,21:00:00,156,0.95,Monday,No,Rain,65
2024-03-18,22:00:00,195,0.64,Monday,No,Rain,32
2024-03-18,23:00:00,94,0.39,Monday,No,Clear,55
2024-03-19,00:00:00,153,0.58,Tuesday,No,Rain,67
2024-03-19,01:00:00,120,0.39,Tuesday,No,Rain,52
2024-03-19,02:00:00,59,0.45,Tuesday,No,Clear,29
2024-03-19,03:00:00,293,0.74,Tuesday,No,Rain,33
2024-03-19,04:00:00,260,0.75,Tuesday,No,Snow,26
2024-03-19,05:00:00,90,0.32,Tuesday,No,Clear,39
2024-03-19,06:00:00,235,0.4,Tuesday,No,Clear,39
2024-03-19,07:00:00,126,0.4,Tuesday,No,Clear,52
2024-03-19,08:00:00,174,0.61,Tuesday,Yes,Clear,62
2024-03-19,09:00:00,237,0.92,Tuesday,No,Clear,41
2024-03-19,10:00:00,149,0.91,Tuesday,No,Clear,43
2024-03-19,11:00:00,149,0.47,Tuesday,No,Clear,43
2024-03-19,12:00:00,260,0.32,Tuesday,No,Rain,63
2024-03-19,13:00:00,155,0.43,Tuesday,No,Clear,38
2024-03-19,14:00:00,264,0.36,Tuesday,No,Rain,23
2024-03-19,15:00:00,279,0.79,Tuesday,No,Rain,54
2024-03-19,16:00:00,182,0.94,Tuesday,No,Clear,46
2024-03-19,17:00:00,289,0.89,Tuesday,No,Snow,59
2024-03-19,18:00:00,176,0.68,Tuesday,No,Clear,33
2024-03-19,19:00:00,90,0.48,Tuesday,No,Clear,49
2024-03-19,20:00:00,256,0.33,Tuesday,No,Clear,48
2024-03-19,21:00:00,96,0.52,Tuesday,No,Rain,25
2024-03-19,22:00:00,279,0.69,Tuesday,No,Snow,31
2024-03-19,23:00:00,189,0.78,Tuesday,No,Clear,46
2024-03-20,00:00:00,288,0.7,Wednesday,No,Clear,30
2024-03-20,01:00:00,167,0.39,Wednesday,No,Clear,57
2024-03-20,02:00:00,186,0.8,Wednesday,Yes,Rain,61
2024-03-20,03:00:00,214,0.79,Wednesday,No,Clear,28
2024-03-20,04:00:00,123,0.58,Wednesday,No,Rain,64
2024-03-20,05:00:00,150,0.71,Wednesday,No,Clear,39
2024-03-20,06:00:00,276,0.8,Wednesday,Yes,Clear,33
2024-03-20,07:00:00,166,0.96,Wednesday,No,Rain,20
2024-03-20,08:00:00,217,0.8,Wednesday,No,Clear,46
2024-03-20,09:00:00,201,0.42,Wednesday,No,Clear,42
2024-03-20,10:00:00,237,0.56,Wednesday,No,Rain,37
2024-03-20,11:00:00,278,0.57,Wednesday,Yes,Rain,32
2024-03-20,12:00:00,191,0.49,Wednesday,No,Clear,31
2024-03-20,13:00:00,66,0.44,Wednesday,No,Clear,20
2024-03-20,14:00:00,175,0.76,Wednesday,No,Clear,23
2024-03-20,15:00:00,145,0.78,Wednesday,No,Clear,53
2024-03-20,16:00:00,265,0.5,Wednesday,Yes,Rain,51
2024-03-20,17:00:00,133,0.76,Wednesday,No,Clear,45
2024-03-20,18:00:00,194,0.87,Wednesday,No,Clear,52
2024-03-20,19:00:00,272,0.71,Wednesday,Yes,Clear,31
2024-03-20,20:00:00,174,0.92,Wednesday,No,Clear,52
2024-03-20,21:00:00,285,0.53,Wednesday,No,Clear,33
2024-03-20,22:00:00,177,0.99,Wednesday,No,Clear,54
2024-03-20,23:00:00,138,0.9,Wednesday,No,Snow,59
2024-03-21,00:00:00,191,0.81,Thursday,No,Rain,23
2024-03-21,01:00:00,275,0.3,Thursday,No,Snow,20
2024-03-21,02:00:00,131,0.96,Thursday,No,Clear,21
2024-03-21,03:00:00,195,0.54,Thursday,No,Snow,38
2024-03-21,04:00:00,70,0.64,Thursday,No,Rain,65
2024-03-21,05:00:00,118,0.59,Thursday,No,Rain,39
2024-03-21,06:00:00,63,0.67,Thursday,No,Clear,58
2024-03-21,07:00:00,156,0.53,Thursday,No,Clear,59
2024-03-21,08:00:00,200,0.93,Thursday,No,Clear,44
2024-03-21,09:00:00,92,0.35,Thursday,No,Clear,65
2024-03-21,10:00:00,260,0.9,Thursday,No,Clear,63
2024-03-21,11:00:00,184,0.87,Thursday,No,Clear,47
2024-03-21,12:00:00,165,0.84,Thursday,No,Clear,42
2024-03-21,13:00:00,112,0.95,Thursday,No,Clear,66
2024-03-21,14:00:00,144,0.76,Thursday,No,Clear,48
2024-03-21,15:00:00,132,0.58,Thursday,No,Clear,53
2024-03-21,16:00:00,186,0.37,Thursday,No,Clear,65
2024-03-21,17:00:00,127,0.67,Thursday,No,Clear,30
2024-03-21,18:00:00,181,0.86,Thursday,No,Rain,64
2024-03-21,19:00:00,121,0.43,Thursday,No,Snow,44
2024-03-21,20:00:00,173,0.83,Thursday,No,Rain,66
2024-03-21,21:00:00,118,0.69,Thursday,No,Snow,30
2024-03-21,22:00:00,104,0.9,Thursday,No,Clear,67
2024-03-21,23:00:00,162,0.55,Thursday,No,Clear,42
2024-03-22,00:00:00,131,0.64,Friday,No,Clear,24
2024-03-22,01:00:00,295,0.31,Friday,No,Rain,29
2024-03-22,02:00:00,110,0.38,Friday,No,Snow,23
2024-03-22,03:00:00,111,0.89,Friday,No,Clear,28
2024-03-22,04:00:00,265,0.94,Friday,No,Rain,51
2024-03-22,05:00:00,131,0.6,Friday,No,Clear,48
2024-03-22,06:00:00,88,0.67,Friday,Yes,Snow,31
2024-03-22,07:00:00,146,1.0,Friday,Yes,Clear,28
2024-03-22,08:00:00,247,0.77,Friday,No,Clear,69
2024-03-22,09:00:00,213,0.58,Friday,No,Clear,67
2024-03-22,10:00:00,189,0.47,Friday,No,Clear,34
